comment,label
"['prick', 'bananas', 'were', 'selling', 'own', 'funds']",sarc
"['raise', 'tuition', 'fees', 'Malaysia', 'is']",sarc
"['is', 'selling', 'land']",sarc
"['it', 'passes', 'have', 'bear', 'it', 'alone']",sarc
"['give', 'free', 'lah']",sarc
"['it', 'is', 'nice', 'be', 'prisoners', 'a', 'student', 'now']",sarc
"['feeding', 'forward', 'troublesome', 'people', 'behind']",sarc
"['public', 'funds', 'alone', 'were', 'drunk', 'does', 'minister']",sarc
"['Miscellaneous', 'fees', 'be', 'increased', 'sharply', 'before', 'vehicle', 'sticker', 'be', 'increased', 'boarding', 'fees', 'were', 'also', 'up']",non-sarc
"['its', 'provisions', 'are', 'less', 'liable', 'find', 'more']",non-sarc
"['it', 'is', 'said', 'first', 'blow', 'budget']",sarc
"['never', 'heard', 'a', 'word', 'economically', 'unstable', 'pm']",sarc
"['best', 'new', 'design', 'objects', 'can', 'sell', 'pretty', 'sweet', 'can', 'act', 'as', 'a', 'part', 'time', 'model']",sarc
"['people', 'make', 'big', 'money', 'good', 'school', 'has', 'a', 'work', 'order', 'look', 'silly', 'money']",non-sarc
"['Intermittent', 'said', 'good', 'economy', 'on', 'right', 'track', 'got', 'really', 'good', 'at', 'hearing', 'try']",sarc
"['money', 'is', 'up', 'fathom', 'were', 'told', 'own', 'funds']",sarc
"['less', 'stable', 'will', 'I', 'watch', 'television', 'news', 'today', 'says', 'economy', 'is', 'getting', 'more']",sarc
"['under', 'happy', 'just', 'fund']",sarc
"['economy', 'less', 'stable', 'at', 'level', 'is', 'said', 'budget', 'ape', 'ape', 'father', 'said', 'Malaysian', 'economy', 'achieve', 'a', 'good', 'level', 'insight', 'one', 'is', 'correct', 'ape', 'ape', 'father']",non-sarc
"['er', 'words', 'say', 'stable', 'economy', 'best', 'economy', 'ideals']",sarc
"['better', 'privatized', 'it', 'has', 'find', 'its', 'own', 'funds']",non-sarc
"['increased', 'fees', 'is', 'difficult', 'is', 'trying', 'help', 'people', 'flocking']",sarc
"['a', 'fucking', 'government']",sarc
"['said', 'economy', 'strong', 'encouraging']",sarc
"['worsened', 'already', 'thinking', 'Malaysian', 'government', 'is', 'increasingly', 'not', 'just', 'by']",sarc
"['event', 'event', 'were', 'funds', 'managed', 'can', 'be', 'world', 'attention', 'deadpan', 'face', 'demos', 'earlier', 'minister', 'can', 'name', 'why', 'all', 'is', 'happening', 'come', 'on', 'sitting', 'near', 'Malaysia', 'corruption', 'is', 'corruption', 'cement', 'cementing', 'government', 'mission', 'vision']",sarc
"['less', 'stable', 'but', 'I', 'heard', 'television', 'news', 'are', 'all', 'well', 'developed', 'advanced', 'economies', 'succumb']",sarc
"['I', 'saw', 'watching', 'game', 'unfold', 'million', 'budget', 'but', 'want', 'breathe', 'through', 'own', 'funds', 'were', 'asked']",sarc
"['so', 'is', 'a', 'new', 'sign', 'up', 'fee']",sarc
"['time', 'economic', 'downturn', 'is', 'minister', 'want', 'show', 'credibility', 'all', 'requested', 'salary', 'will', 'then', 'only', 'see', 'kind', 'minister', 'who', 'is', 'responsible', 'all', 'liabilities', 'dock', 'keep', 'stomach', 'kind', 'illegal', 'business', 'people', 'only', 'want', 'inconvenience']",sarc
['expected'],sarc
"['more', 'developed', 'countries', 'more', 'more', 'people', 'trapped', 'fool', 'out', 'ministers', 'who', 'waste', 'public', 'money']",non-sarc
['pity'],sarc
"['Heavy', 'tell', 'look', 'government', 'own', 'funds', 'last', 'student', 'parents', 'also', 'be']",sarc
"['already', 'missed', 'a', 'lot', 'is', 'while', 'hold', 'ministers', 'parliament', 'motherfucker', 'all', 'cleverly', 'dismissed']",non-sarc
"['just', 'stretch', 'budget', 'said', 'Malaysian', 'economy', 'at', 'a', 'good', 'level', 'even', 'better', 'kid', 'slander', 'rather', 'it', 'not', 'television', 'watch', 'television', 'read', 'message']",sarc
"['cabinet', 'ministers', 'not', 'have', 'pay', 'payroll', 'own', 'funds', 'is', 'clever', 'fundraising']",sarc
"['fund', 'crested', 'head', 'brain', 'charge', 'more', 'fees', 'charge', 'it', 'curse']",non-sarc
"['an', 'easy', 'way', 'increase', 'fees', 'million', 'semester', 'student', 'good']",non-sarc
"['Also', 'remember', 'happy', 'kid', 'were', 'already', 'own', 'funds']",sarc
"['last', 'is', 'more', 'disappointing', 'news']",sarc
"['actually', 'glad', 'only', 'many', 'want', 'find', 'funds', 'verbiage', 'indeed', 'raise', 'fees', 'before', 'any', 'such', 'cooperatives', 'own', 'some', 'kind', 'life', 'but', 'do', 'not', 'want', 'die', 'shrink']",non-sarc
"['Last', 'funds', 'were', 'saturated', 'a', 'wide', 'lower', 'secondary', 'school', 'goes', 'did', 'not', 'know']",non-sarc
"['made', 'ministry', 'said', 'first', 'successful', 'new', 'department', 'under', 'follow', 'find', 'saving', 'a', 'little', 'money', 'government', 'annual', 'allocation']",non-sarc
"['damage', 'insufficient', 'funds']",non-sarc
"['it', 'is', 'raising', 'cost', 'education']",non-sarc
"['brim', 'waste', 'waste', 'people', 'want', 'price', 'down', 'instead', 'money', 'buy', 'expensive', 'things', 'so']",sarc
"['first', 'tun', 'm', 'take', 'care', 'not', 'only', 'Bliss', 'live', 'not', 'dizzy', 'budget', 'article', 'now', 'phlegm']",sarc
"['means', 'government', 'fails', 'rein', 'in', 'spending', 'before', 'so', 'there', 'again', 'close', 'last', 'hole', 'saved', 'country', 'praise']",sarc
['nan'],sarc
"['are', 'talking', 'about', 'jackass']",sarc
"['head', 'brain', 'daily', 'news']",sarc
"['tax', 'on', 'excise', 'tax', 'has', 'doubled', 'its', 'illegal', 'not', 'feel', 'dear', 'minister']",sarc
"['inflation', 'is', 'higher', 'its', 'users', 'will', 'be', 'resolved', 'buy', 'goods']",sarc
"['previously', 'said', 'economy', 'keeps', 'more', 'people', 'just', 'want', 'trick', 'try']",sarc
"['government', 'cheated', 'people', 'country', 'can', 'not', 'mature', 'minded', 'spirited', 'Stamp', 'just', 'soulless', 'money', 'simply', 'satisfy', 'pockets', 'all']",non-sarc
"['more', 'more', 'more', 'good', 'there', 'is', 'no', 'paycheck', 'night']",sarc
"['on', 'hold', 'he', 'wants', 'recover', 'extreme', 'budget', 'last', 'past', 'so', 'is', 'why', 'he', 'said', 'it', 'also', 'let', 'people', 'who', 'bear']",sarc
['dead'],non-sarc
"['like', 'hokey', 'gang', 'gang', 'gang', 'up', 'old', 'skull', 'cap', 'high']",non-sarc
['nan'],sarc
"['only', 'just', 'do', 'not', 'feel', 'bad', 'about', 'wait', 'will', 'come', 'out', 'it', 'people', 'conform', 'fed', 'up']",non-sarc
"['no', 'was', 'first', 'established', 'national', 'budget', 'is', 'now', 'nearly', 'bankrupt']",sarc
"['look', 'at', 'cause', 'eliminate', 'its', 'cause', 'before', 'recovery', 'process']",non-sarc
"['excise', 'tax', 'on', 'people', 'who', 'are', 'hard', 'fathom', 'Bliss', 'months', 'receive', 'a', 'salary', 'bonus', 'Malaysia', 'is', 'not', 'safe', 'yet', 'were', 'there']",sarc
['basic'],non-sarc
"['head', 'testicles']",non-sarc
"['indeed', 'difficult', 'people']",non-sarc
"['previously', 'not', 'be', 'so', 'new', 'knowledge', 'after', 'is', 'has', 'become', 'foolish']",sarc
['proper'],sarc
"['correct', 'any', 'more', 'wretched']",non-sarc
"['leaders', 'really', 'great', 'excuse', 'after', 'excuse']",sarc
"['difficult', 'people', 'who', 'are', 'rich', 'only', 'poor', 'people', 'also', 'think', 'all', 'goods', 'have', 'risen', 'in', 'price', 'again', 'it', 'was', 'na', 'be', 'know', 'understand', 'it', 'hurts']",non-sarc
"['money', 'is', 'also', 'oh']",sarc
"['rob', 'us', 'responsibility']",sarc
"['blame', 'world', 'economy', 'testicles']",sarc
"['comment', 'is', 'correct', 'good', 'economy', 'play', 'shot', 'just', 'heard', 'comment', 'also', 'want', 'comment', 'very', 'good', 'at', 'home', 'economics', 'alone', 'keep', 'trying', 'do', 'right', 'budget', 'surplus']",sarc
['pigs'],non-sarc
"['only', 'stop', 'giving', 'brim', 'brim', 'budget', 'grandfather', 'grandfather', 'was', 'channeled', 'subsidies', 'reduce', 'cost', 'living']",non-sarc
"['pm', 'not']",sarc
"['dah', 'lah', 'faction', 'eat', 'all', 'people', 'on', 'it', 'has', 'bear']",sarc
['liar'],non-sarc
"['substantially', 'correct', 'suction', 'blood']",sarc
"['hell', 'am', 'oh', 'please', 'right', 'away', 'greed', 'pm', 'deaf', 'people', 'are', 'not', 'going', 'follow', 'a', 'conversation', 'Woe', 'people', 'made']",non-sarc
['echo'],non-sarc
"['benefit', 'people', 'strengthen', 'ruling', 'party', 'retention', 'be', 'increased', 'benefit', 'country', 'nation']",sarc
"['he', 'got', 'shit', 'people', 'be', 'responsible']",non-sarc
"['too', 'did', 'not', 'have', 'any', 'people', 'were', 'ok', 'comfortable']",non-sarc
"['can', 'not', 'believe', 'people', 'must', 'be', 'wait', 'he', 'has', 'been', 'more', 'goodies', 'already', 'wait', 'shaman', 'later', 'he', 'was', 'asleep', 'people']",sarc
"['government', 'does', 'not', 'know', 'manage', 'people', 'are', 'looking', 'money', 'go', 'government', 'is', 'government', 'open', 'eyes', 'O', 'earth', 'neighbors', 'saw', 'nothing', 'but', 'good', 'care', 'earth', 'eventually', 'become', 'a', 'country', 'abolish', 'corruption', 'especially', 'shark', 'pm', 'please']",non-sarc
"['problem', 'state', 'government', 'bear', 'its', 'own', 'debts', 'Do', 'not', 'drag', 'people', 'tun', 'm', 'more', 'kinds', 'economic', 'chaos']",non-sarc
"['pang', 'pong', 'news', 'economy', 'know', 'best', 'best', 'source', 'income', 'is', 'taxable', 'last', 'cover', 'issues', 'cis']",sarc
['nan'],sarc
['good'],non-sarc
"['going', 'bankrupt', 'country', 'luck', 'I', 'have', 'savage', 'can', 'take', 'people', 'money', 'cover', 'up']",sarc
"['government', 'debt', 'other', 'countries', 'played', 'it', 'money', 'also', 'difficult', 'bear', 'it', 'own', 'its', 'own', 'debt']",non-sarc
['winch'],non-sarc
"['easier', 'said', 'done', 'stupid']",sarc
"['many', 'whiners', 'here', 'thankfully', 'there', 'are', 'things']",non-sarc
"['correct', 'answers', 'are', 'not', 'in', 'school']",sarc
"['percent', 'raise', 'it', 'again', 'are', 'pleased', 'government', 'find', 'ways', 'money']",sarc
"['head', 'testicles']",non-sarc
"['metaphorically', 'metaphorically', 'said', 'na', 'rise', 'again']",sarc
"['very', 'wasteful']",sarc
"['why', 'getting', 'worse', 'now', 'in', 'addition', 'print', 'many', 'fooling', 'many', 'murder', 'billion', 'it', 'go', 'away']",sarc
['nan'],non-sarc
"['people', 'live', 'people', 'money', 'tax', 'only', 'on', 'tax']",sarc
"['I', 'spend', 'a', 'pig', 'has', 'bear', 'seal']",non-sarc
"['yummy', 'taste', 'all', 'can', 'only', 'say', 'thank', 'now', 'worth', 'guilt', 'it', 'forced', 'people', 'pay', 'existing', 'state', 'aid', 'went', 'wrong']",non-sarc
"['there', 'are', 'more', 'dead', 'people', 'once', 'a', 'year', 'brim', 'daily', 'contact', 'removed', 'brim', 'remove', 'only', 'best', 'anal', 'minister', 'had', 'chicken', 'ostrich']",non-sarc
"['prime', 'minister', 'a', 'burden', 'people', 'other', 'fun', 'folk', 'pm']",sarc
"['know', 'money', 'is', 'getting', 'thin', 'but', 'it', 'stops', 'it', 'brim']",non-sarc
"['ape', 'animal', 'kingdom']",non-sarc
"['were', 'not', 'out', 'shopping', 'smart']",sarc
"['oh', 'such', 'a', 'tax', 'there', 'was', 'not', 'enough', 'people', 'problem', 'had', 'only', 'big', 'boss', 'is', 'why', 'scammers', 'just', 'want', 'rack', 'more', 'like', 'a', 'campaign', 'benefited', 'people', 'said']",non-sarc
"['existing', 'lines', 'are', 'not', 'quite', 'yet', 'austerity', 'is', 'not', 'wasteful']",non-sarc
"['not', 'be', 'there', 'there', 'is', 'no', 'brim', 'trying', 'know']",non-sarc
"['a', 'clever', 'minister', 'first', 'minister', 'is', 'not', 'very', 'clever', 'kid', 'money', 'people', 'want', 'burn', 'blood']",non-sarc
['shit'],non-sarc
"['own', 'money', 'take', 'auto', 'teller', 'machine', 'be', 'I', 'dislike']",non-sarc
"['also', 'fuck', 'fuck']",non-sarc
"['but', 'still', 'stupid', 'common', 'sitting', 'bonus', 'here', 'there', 'patches', 'bonus', 'drop', 'is', 'state', 'economy', 'is', 'still', 'going', 'be', 'foolish', 'bonus', 'here', 'there', 'generally', 'adopted', 'a', 'wide', 'divide', 'money', 'mak', 'father', 'all', 'people', 'think', 'government', 'private', 'sector', 'stupid']",sarc
"['head', 'brain']",non-sarc
"['why', 'not', 'use', 'brain', 'all']",non-sarc
"['have', 'be', 'turned']",sarc
"['plunder', 'public', 'funds', 'each']",sarc
"['all', 'economists', 'paid', 'by', 'there', 'were', 'no', 'any', 'economy', 'can', 'grow', 'no', 'problems', 'even', 'days', 'distress', 'was', 'leader', 'are', 'still', 'able', 'regulate', 'economy', 'so', 'why', 'now', 'only', 'expect', 'as', 'no', 'economy', 'enlightened', 'us', 'endowed', 'rich', 'earth', 'but', 'unfortunately', 'results', 'were', 'led', 'by', 'a', 'leader', 'who', 'is', 'corrupt']",non-sarc
['testicles'],sarc
"['not', 'minister', 'talk', 'nice', 'people', 'stuff', 'will', 'intrigue', 'who', 'looks', 'down']",sarc
"['Common', 'features', 'raise', 'is', 'an', 'understandable', 'hint']",sarc
"['it', 'is', 'a', 'significant', 'deficit', 'leakages', 'extreme', 'level', 'did', 'money', 'available', 'before', 'on', 'much', 'spend', 'on', 'any', 'development', 'been', 'made', 'it', 'feels', 'development', 'country', 'show', 'results', 'tun', 'm', 'instead', 'now', 'sorry', 'I', 'wrong', 'words']",sarc
"['supposedly', 'good', 'budget', 'citizens', 'jib', 'head', 'brain', 'not', 'a', 'great', 'fool']",sarc
"['indeed', 'it', 'is', 'create', 'a', 'deficit', 'air', 'billion', 'debt']",sarc
"['but', 'oh', 'greeting', 'nutmeg']",sarc
['illegal'],non-sarc
"['did', 'not', 'have', 'complain', 'opening', 'here', 'want', 'read', 'any', 'complain', 'can', 'become', 'a', 'member', 'polytechnic', 'have', 'parliament']",sarc
"['people', 'pay', 'people', 'can', 'brim', 'brim', 'money', 'come', 'pay', 'said', 'pay', 'right']",sarc
"['cause', 'wasteful', 'spending', 'out', 'economy']",non-sarc
"['ministers', 'game', 'people', 'have', 'pay']",sarc
"['burden', 'not', 'want', 'help', 'people']",non-sarc
"['great', 'deceiver']",non-sarc
"['advanced', 'people', 'who', 'suffer']",sarc
"['head', 'brain']",non-sarc
['thank'],non-sarc
"['middle', 'finger']",sarc
"['all', 'useless', 'thanks', 'bang', 'jib']",sarc
"['it', 'is', 'fool', 'people', 'are', 'fed', 'up']",non-sarc
"['no', 'need', 'make', 'a', 'statement', 'it', 'is', 'not', 'people', 'like', 'too']",sarc
"['developed', 'countries', 'has', 'nothing', 'do', 'oh', 'so', 'apparently', 'I', 'am', 'getting', 'decades', 'study']",sarc
"['Malaysia', 'continues', 'hunt', 'pocket', 'money', 'people', 'sake', 'developed', 'countries']",sarc
"['am', 'aware', 'kind', 'talk', 'is', 'only']",sarc
"['father', 'crew', 'chief', 'let', 'dock', 'I', 'saw', 'body', 'there', 'is', 'a', 'new', 'sense', 'sick', 'person', 'is', 'not', 'eligible', 'be', 'a', 'leader', 'own', 'wife', 'even', 'file']",non-sarc
"['I', 'feel', 'very', 'good', 'pimp', 'rip', 'awl', 'good']",non-sarc
"['nutmeg', 'developed', 'testicles']",non-sarc
"['shit', 'head', 'brain', 'forward', 'all', 'expensive', 'goods']",non-sarc
"['fact', 'say', 'people', 'naturally']",sarc
"['days', 'he', 'works', 'deceive', 'people']",sarc
"['face', 'is', 'not', 'ashamed', 'talk', 'over', 'all', 'give', 'more', 'people', 'pm', 'worst', 'punishment', 'enough']",sarc
"['ale', 'testicles', 'green', 'mom']",non-sarc
"['best', 'is', 'including', 'feet', 'once', 'have', 'a', 'lot', 'people', 'suffer', 'allies', 'germs']",sarc
"['father', 'congratulations', 'keep', 'it', 'up', 'do', 'not', 'give', 'up', 'can', 'do', 'it', 'all', 'best']",non-sarc
"['developed', 'body', 'did', 'not', 'see', 'any', 'development', 'been', 'so', 'pm', 'sad']",non-sarc
"['dung', 'is', 'great', 'indeed', 'wretched']",non-sarc
"['urine', 'stench']",non-sarc
"['easier', 'said', 'done']",non-sarc
"['more', 'chat']",non-sarc
"['disgust', 'see', 'face', 'bowl']",non-sarc
"['continue', 'Malaysians']",non-sarc
['Hobo'],non-sarc
"['fool', 'only']",non-sarc
"['developed', 'in', 'chapter', 'fool', 'people']",non-sarc
"['b', 'pm', 'poor', 'people', 'do', 'not', 'forget', 'story', 'b', 'shit', 'is']",non-sarc
"['developed', 'by']",sarc
"['is', 'very', 'advanced', 'already', 'exhausted', 'all', 'money', 'bangladesh', 'ringgit', 'was', 'stronger', 'advanced', 'notice', 'went', 'wrong']",sarc
"['advanced', 'close', 'it', 'was', 'developed', 'in', 'a', 'foreign', 'nation', 'is', 'people', 'have', 'die', 'like', 'do']",non-sarc
"['economic', 'uncertainty', 'may', 'not', 'view', 'developed', 'countries']",non-sarc
"['parents', 'first', 'told', 'father', 'were', 'money', 'children', 'spend', 'money', 'develop', 'country', 'father', 'child', 'is', 'ready', 'destroy', 'country', 'sell', 'more', 'can', 'negotiate', 'longer', 'be']",non-sarc
"['Malaysia', 'economy', 'crashed', 'due']",non-sarc
"['advanced', 'head', 'sister']",sarc
"['up', 'valley', 'gorge', 'hole', 'wells', 'destruction']",sarc
"['forward', 'backward']",sarc
"['I', 'tired', 'watching', 'bowl', 'do', 'not', 'eat', 'defamation', 'dignity', 'got', 'pumps', 'in', 'closet']",non-sarc
"['fool', 'again', 'number', 'called', 'only', 'on', 'lips', 'in', 'reality', 'no']",non-sarc
"['rely', 'only', 'on']",sarc
"['head', 'testicles', 'do', 'not', 'want', 'cheat']",non-sarc
"['Mr', 'is', 'sponsor', 'me', 'all', 'people', 'in', 'difficult', 'time', 'do', 'not', 'say', 'salary', 'depend', 'want', 'be', 'paid', 'is', 'not', 'enough']",sarc
"['yes', 'I', 'know']",sarc
"['Malaysia', 'advanced', 'but', 'people', 'dead']",non-sarc
"['he', 'advanced', 'nod']",sarc
"['said', 'life', 'must', 'continue', 'despite', 'uncertain', 'economic']",sarc
"['piss', 'away']",sarc
"['bad', 'though', 'leaders', 'let', 'all', 'pray', 'he', 'repented', 'turned', 'back', 'as', 'a', 'result', 'good', 'prayer', 'pray', 'so', 'also', 'a', 'bad', 'word', 'say', 'back']",non-sarc
"['he', 'advanced', 'head', 'testicles']",sarc
"['developed', 'countries', 'but', 'poor']",non-sarc
"['ass', 'mother', 'wretched']",non-sarc
"['talk', 'like', 'sea', 'ideals', 'not', 'be', 'useless']",sarc
['fuck'],non-sarc
"['developed', 'own', 'pocket']",sarc
"['advanced', 'head', 'disgusted', 'I', 'hear', 'Mr', 'chat']",non-sarc
"['only', 'minister', 'who', 'is', 'best', 'developed']",sarc
"['head', 'testicles', 'forward']",non-sarc
"['statement', 'emperor', 'buffoonery']",sarc
"['pigs', 'say']",sarc
"['shit', 'people', 'are', 'not', 'magicians', 'who', 'believes']",non-sarc
"['advance', 'money', 'out', 'suck']",sarc
"['paragraph', 'he', 'is', 'not', 'playing', 'Grammatical', 'poetic', 'yet']",sarc
"['fool', 'only', 'is', 'jib', 'pack']",non-sarc
"['paragraph', 'misbegotten', 'flatter', 'stages']",non-sarc
"['I', 'wait', 'dead']",non-sarc
"['advanced', 'people', 'destitute']",non-sarc
"['yes', 'go', 'ahead', 'money', 'people', 'robbery']",sarc
"['head', 'brain', 'mu', 'mu', 'only', 'right', 'people', 'difficult', 'delighted']",sarc
"['brain', 'jib']",non-sarc
['winch'],non-sarc
"['minister', 'advanced', 'forward', 'backward']",sarc
"['so', 'pm', 'only', 'time', 'Malaysian', 'economy', 'has', 'always', 'developed', 'advanced', 'forward', 'beat', 'sugar', 'sweet', 'mouth', 'happened', 'was', 'opposite']",sarc
"['developed', 'by', 'poor', 'boss', 'can']",sarc
"['oh', 'are', 'not', 'as', 'bad', 'as', 'it', 'does', 'not', 'know', 'about', 'economy']",sarc
['nan'],sarc
['nonsense'],non-sarc
['wretched'],non-sarc
"['head', 'testicles']",non-sarc
"['crazy', 'divorce']",non-sarc
"['cheater', 'head']",non-sarc
"['new', 'adage', 'erect', 'penis', 'eggs', 'there', 'developed', 'world', 'economies', 'plunged', 'logical']",non-sarc
"['stupid', 'statement', 'he', 'only', 'think', 'people', 'burdened', 'government', 'has', 'no', 'value', 'dead', 'child', 'is']",non-sarc
['nan'],sarc
"['head', 'testicles']",non-sarc
"['cargo', 'gang', 'ambush', 'brain', 'get', 'rid', 'effect', 'cargo', 'cover', 'near', 'factory', 'workers', 'traders', 'n', 'ass']",non-sarc
"['can', 'strangle', 'people', 'money', 'is', 'a', 'developed', 'country']",non-sarc
"['advanced', 'Harness', 'jib', 'mak', 'green']",sarc
"['I', 'believe', 'best']",sarc
"['can', 'go', 'forward', 'debts', 'pile', 'up', 'dead']",sarc
"['advanced', 'head', 'brain']",non-sarc
"['chat', 'it']",non-sarc
"['want', 'talk', 'bad', 'about', 'lazy', 'people', 'see', 'face', 'sharks']",sarc
"['all', 'useless', 'people', 'who', 'badly', 'wanted', 'dead']",sarc
"['easy', 'first', 'year', 'alone', 'can', 'be', 'fooled', 'brother', 'jeep']",sarc
"['people', 'there', 'is', 'stress']",non-sarc
"['continue', 'play', 'a', 'wind']",sarc
"['head', 'testicles', 'people', 'are', 'suffering', 'have', 'take', 'out', 'people', 'see', 'later', 'government', 'will', 'topple', 'people', 'impatience', 'government', 'internal', 'problems', 'money', 'funds', 'b', 'it', 'will', 'continue', 'be', 'an', 'issue', 'forthcoming']",non-sarc
"['thousands', 'Malaysians', 'who', 'early', 'hours', 'morning', 'get', 'up', 'go', 'Singapore', 'make', 'ends', 'meet', 'say', 'go', 'a', 'country', 'head', 'tut']",non-sarc
"['pee', 'again']",sarc
"['advanced', 'grandmother', 'mu']",sarc
"['people', 'are', 'na', 'know', 'not', 'dead']",non-sarc
"['he', 'only', 'advanced', 'economy']",sarc
"['robust', 'economy', 'will', 'help', 'people', 'government', 'is', 'not', 'government', 'help', 'people', 'sycophant', 'eggs', 'only', 'support']",non-sarc
"['power', 'people', 'do', 'not', 'like', 'me', 'anymore']",sarc
"['order', 'live', 'television', 'syllable', 'too', 'difficult', 'economy', 'on', 'right', 'track', 'now', 'Malaysia', 'pariah', 'state']",non-sarc
"['Malaysia', 'die', 'recently', 'developed']",non-sarc
"['thanks', 'jib', 'testicles']",sarc
"['he', 'advanced', 'pocket']",sarc
"['but', 'people', 'miserable', 'brother']",non-sarc
"['forward', 'in', 'pocket']",sarc
"['say', 'it', 'delivers', 'can', 'talk', 'all', 'want', 'do', 'can', 'not', 'be', 'fun', 'fun', 'stuff', 'also', 'more', 'people', 'be', 'responsible']",non-sarc
"['developed', 'countries', 'but', 'still', 'many', 'people', 'suffering', 'pain', 'facing', 'everyday', 'life', 'all', 'require', 'money', 'were', 'penniless', 'sad']",non-sarc
"['economy', 'down', 'world', 'but', 'economic', 'management', 'right', 'people', 'are', 'a', 'priority', 'Allah', 'so', 'country', 'can', 'survive', 'right', 'up', 'goods', 'rose', 'oil', 'rose', 'is', 'more', 'blessings', 'have', 'seized', 'but', 'now', 'leader', 'is', 'act', 'clever', 'but', 'treacherous', 'in', 'own', 'country']",non-sarc
['report'],sarc
"['did', 'learn', 'crazy', 'not']",sarc
['deceive'],non-sarc
"['go', 'it', 'alone', 'testicles']",non-sarc
"['money', 'crazy', 'pm']",non-sarc
"['pm', 'shocked']",sarc
"['cheating', 'continue', 'deceive', 'work', 'want', 'cheat', 'a', 'little', 'dead', 'cronies', 'he', 'realized', 'yes', 'O', 'man']",sarc
"['green', 'phlegm', 'forward']",sarc
['nan'],non-sarc
"['do', 'not', 'have', 'correct', 'statement']",sarc
"['jib', 'brother', 'was', 'not', 'a', 'word', 'people', 'say', 'there', 'was', 'not', 'a', 'building', 'development']",non-sarc
"['father', 'had', 'a', 'life', 'ahead', 'saying', 'forward']",sarc
"['I', 'am', 'in', 'Malaysia', 'Malaysia', 'must', 'try', 'me', 'out', 'coffin']",non-sarc
"['have', 'taken', 'fact', 'any', 'jib', 'superstitious', 'drunk']",sarc
"['advanced', 'pocket', 'minister', 'only']",sarc
"['right', 'most', 'advanced', 'tax', 'yummy', 'okay', 'bye']",sarc
"['developed', 'countries', 'is', 'developed', 'countries', 'it']",sarc
"['Malaysia', 'moves', 'people', 'more', 'depressed']",non-sarc
"['ass', 'ahead']",non-sarc
"['na', 'piss', 'people', 'close', 'look', 'at', 'embarrassed', 'face', 'just', 'not', 'good']",sarc
"['Planting', 'fruit', 'trees', 'like', 'I', 'do', 'not', 'put', 'any', 'fertilizer', 'added', 'steel', 'please', 'pm', 'not', 'qualified', 'understand']",sarc
"['noble', 'purpose', 'in', 'view', 'fact', 'people', 'suffer']",sarc
"['people', 'do', 'not', 'flood', 'school', 'flatter', 'tabloid', 'same', 'print', 'fill', 'oh', 'why', 'was', 'I', 'born', 'reign', 'chicken']",non-sarc
"['head', 'brain', 'are', 'an', 'advanced', 'state', 'advanced', 'stages', 'debt', 'blasted', 'administration', 'wasteful', 'poor', 'can', 'print', 'correctly', 'Malaysia', 'name']",non-sarc
"['continues', 'advance', 'people', 'increasingly', 'difficult', 'do', 'not', 'see', 'properly', 'developed', 'countries', 'government', 'does', 'not', 'want', 'inconvenience', 'people', 'but', 'cost', 'living', 'all', 'up', 'all', 'tax']",non-sarc
"['mu', 'brother', 'said', 'was', 'drooling']",sarc
"['there', 'economy', 'improves', 'new', 'science', 'called', 'developed', 'countries', 'use']",sarc
"['chief', 'fathers']",non-sarc
"['advanced', 'head', 'blind']",non-sarc
"['people', 'poor', 'do', 'jib']",non-sarc
"['cheater', 'cheaters', 'liars', 'suck', 'people', 'blood', 'policy']",non-sarc
"['illegal', 'money', 'were', 'advanced', 'only', 'pack', 'bastard']",non-sarc
"['in', 'fact', 'continue', 'retreat', 'economic', 'uncertainty']",non-sarc
"['Malaysia', 'is', 'ahead', 'people', 'are', 'on', 'skids']",sarc
"['I', 'na', 'throw', 'up', 'advanced', 'said', 'Malaysia']",non-sarc
"['head', 'testicles']",non-sarc
"['forward', 'money', 'take', 'price']",sarc
"['forward', 'backward']",sarc
"['Malaysia', 'continues', 'progress', 'but', 'people', 'continue', 'languish', 'in', 'audience', 'dust', 'dirt', 'in', 'order', 'not', 'go', 'country', 'birth', 'm', 'already', 'closed', 'one', 'eye', 'seems', 'ignore', 'is', 'going', 'on', 'there']",non-sarc
"['ahead', 'village', 'is', 'still', 'like']",sarc
"['he', 'heads', 'furnace']",non-sarc
"['Early', 'morning', 'is', 'full', 'oath', 'economy', 'is', 'good', 'indeed', 'government', 'increases', 'prices', 'all', 'items', 'are', 'responsibility', 'all', 'ministers', 'shaky', 'legs']",non-sarc
['harness'],sarc
"['advanced', 'work', 'who', 'pay', 'outstanding', 'debt']",sarc
"['advanced', 'but', 'difficult', 'people', 'a', 'variety', 'tax']",sarc
['nan'],non-sarc
"['international', 'comedian']",sarc
"['talk', 'day', 'was', 'ably', 'stable', 'economic', 'uncertainty', 'looks', 'very', 'strong', 'urine']",sarc
"['Malaysia', 'made', 'properly', 'developed', 'thanks', 'crew', 'pm']",sarc
"['advanced', 'pocket', 'have', 'is', 'quite', 'wrong', 'want', 'talk']",sarc
"['Malaysia', 'developed', 'needy', 'more', 'difficult', 'people', 'who', 'say', 'richer']",sarc
"['head', 'testicles']",non-sarc
['mother'],non-sarc
"['minister', 'only', 'advanced']",sarc
"['easier', 'said', 'done', 'great', 'rogue']",non-sarc
