comment,sent_majority,sarc_majority
"GST memberi manfaat pd rakyat (dan mengukuhkan pengekalan parti yg memerintah), GST wajar dinaikan ke... 10% demi kebaikan pd nusa dan negara.",pos,sarc
dia orang punya tahi kita rakyat yang kena tanggung,neg,non-sarc
Apa mo gst...dlu pun x ada gst ok jak....rakyat pun selesa...,neg,non-sarc
tak percaya korang tgu....gst mesti akan naik punya...dia da bg habuan da sedapkn kita..tgu dia bg mandram....nnti rakyat pun lena hahaha,pos,sarc
"Pemerintah yg x pandai mgurus, rakyat pula yg cari duit utk kerajaan.  Mana pergi nya hasil bumi? Wahai pemerintah buka mata, tengok negara jiran yg tiada hasil bumi tp pandai mgurus dan akhirnya mjadi sebuah negara yg bpendapatan tinggi. Hapuskan rasuah terutama yang ikan jerung....PM plsz.",neg,non-sarc
Itu masalah negara kerajaan yg buat hutang tanggongla sendiri jangan babitkan rakyat. Zaman Tun M tak pulak mcm ni...makin huru hara ekonomi rakyat.,neg,non-sarc
Berita pong pang bagi tau ekonomi Malaysia terbaik dan sumber pendapatan terbaik la. Last2 kena cukai nak cover masalah. Macam cis.,pos,sarc
Hahahaaaaaaaaaaa,pos,sarc
Bagus tu gst,pos,non-sarc
Negara nak muflis dgn angkara aku.... mujur ada gst... boleh ambil duit rakyat utk cover up balik....,neg,sarc
kerajaan hutang dgn negara lain pstu buat gst duit kami jugak sesah sendiri hutang sendiri tanggung la,neg,non-sarc
butuh,neg,non-sarc
ckp tk srupe bikin....goblokk,neg,sarc
Ramai pengeluh disini.. syukurla.. rezeki ada dimana2,pos,non-sarc
Jawapan yang benar2 tak bersekolah dan lol..!,neg,sarc
Naikkanlah lagi gst 20 peratus.  Kami redha kalau la itu cara kerajaan cari duit.,pos,sarc
Pala butuh..,neg,non-sarc
Kias kias kata2 GST nk naik lgi,pos,sarc
Ye la dh boros sgt..,pos,sarc
Kenapa makin teruk sekarang la di samping pm banyak merapu.banyak juga kes bunuh.yg bilion tu mana pergi?,neg,sarc
puiiii....,neg,non-sarc
Rakyat hidup utk bg duit kat keorg je. Cukai atas cukai...pui..,neg,sarc
Babi dia belanja aku lak kena tanggung..,neg,non-sarc
Ssedap rasa je kata semua boleh terima gst skang....ptut nye rasa bersalah lah sbb pksa rakyat bayar gst utk bntu kerajaan yg sedia ada ni...podacett...,neg,non-sarc
Klu gst ada lg mampos rakyat...brim bg setahun sekali...gst tiap2 hari kena...hapuskan brim hapuskan gst...tu je yg terbaik...jubo ayam punya menteri burung unta,neg,non-sarc
nilah perdana menteri yg bebankan rakyat. pm yg lain menyenangkan rakyat.,neg,sarc
Ye lah..tahulah duit makin nipis...tapi berhenti lah bagi br1m...,pos,non-sarc
Krajoe nate beruk.,neg,non-sarc
Cari tak tau.. belanja pandai,pos,sarc
Owhh cmtu.yg cukai yg ad2 tu xckup ke.mslhnye Rakyat pun kene gst.klo bos2 besar je xpe.penipu je lbih.kempen bgaikn nk rak kata gst untungkn rkyat...,neg,non-sarc
sst kan dah ada x cukup lagi kah....jimat cermat la jgn membazir..,pos,non-sarc
Gst tak perlu ada kalau tak ada Brim.  Cuba bagi tau najib.,pos,non-sarc
Menteri dulu pandai.. Menteriseoarang xberapa nk pandai bakar darah nk duit rakyat..,neg,non-sarc
taikkkkk arrr,neg,non-sarc
ambik duit sendiri kat ATM pun kena GST ni yg aku tak suka..nih,neg,non-sarc
GST BANGSAT!!!JIBBY P0N BANGSAT!!!,neg,non-sarc
"tapi still bingai duk umum bonus sna sni..tarik bonus, tampung bahagian GST.. dah ngara ekonomi pun mcm hang bingai..masih lagi nak umum bonus sna sni mcm bgy pakai duit MAK BAPAK KAU.. GST zero-rated,, semua rakyat rasa.. kerajaan ka private sektor kaaa.. stupiditas",neg,sarc
kepala otak dia,neg,non-sarc
alasan x guna otak semua ni.,neg,non-sarc
Ada kasi...ada baliklah..hehehe,pos,sarc
Merompak wang rakyat utk membuncitkan perut masing2,neg,sarc
"Ni semua ahli ekonomi yg dibayar oleh Najib , dulu tak ada GST pun ekonomi blh berkembang tak ada masalah pun hatta zaman gawat pun pemimpin dulu masih mampu mengawal ekonomi jd kenapa skrg hanya mengharapkan GST seolah2 tiada GST ekonomi malaysia akan lingkup sedarlah kita dianugerahkan dgn bumi yg kaya hasilnya tp sayang dipimpin oleh pemimpin yg maha korup ..",neg,non-sarc
Gst utuk najib.hahaha,pos,sarc
Bkn menteri2 Malaysia ckp GST utk bagus utk rakyat dan byk brg2 akan turun....nampak sape tipu sape,pos,sarc
ciri2 umum nak naikkan GST ni.. pembayang yang mudah difahami..,pos,sarc
Hahaha.... mmg la deficit yg ketara sbb ketirisan tahap melampau..... Mana perginya duit2 yg ada sebelum ni? D belanjakan utk apa? Brp byk pembangunan yg telah d buat?? Hmmm.... rasanya hasil pembangunan negara ni menampakkan hasil dari zmn Tun M dan bukannya sekarang. Maaf ye jika sy tersilap fakta ????,neg,sarc
"Bgus konon bdget 2016 untuk rkyat jib2 kpla otak ko tdak bgus, bdoh,",neg,sarc
mmg la defisit dah ko buat hutang berbilion...,pos,sarc
Pala but....oh!! Salam 2.6,neg,sarc
GST haram,neg,non-sarc
Kite komlen pun x de gune kat sini die org bukanye bace pun. Kalau nak komlen jdilah ahli politek. Boleh gaduh kat parlemen,pos,sarc
Hahahahahaa.. rakyat bayar GST.. rakyat dapat Brim... dari mana dtg duit Brim..tentulaa dari GST.. GST..sapa yg bayar... amad maslan yg bayar.. eehhh..betul ker,pos,sarc
Punca nya boros belanja tak ikut kemampuan ekonomi negara,pos,non-sarc
Mentri2 permain2 kita raayat kena bayar,pos,sarc
Gst mmbebamkn rkyat..bkn nk tlong rkyt,neg,non-sarc
penipu besar,neg,non-sarc
Kau yang maju...  Kami rakya yang menderita,pos,sarc
Kepala hotak hang,neg,non-sarc
Alhamdullilah,pos,non-sarc
Jari tengah,neg,sarc
Ini semua poyo.. Tq bang jib..,pos,sarc
sudah2 la menipu rakyat dah muak,neg,non-sarc
Xyah lh buat statment pape lh najib....rkyt bkn suke ko pon..,neg,sarc
MAJU dan EKONOMI negara tidak ada kena mengena ye.... oh gitu rupanya.. sia2 berpuluh tahun saya mengaji..,pos,sarc
Malaysia terus Memburu duit poket rakyat demi negara maju.,pos,sarc
Sedar ke pm ni. Macam dah lentok je ckp nya.,pos,sarc
Kepala bapak dia...ang mai dok tempat aku tgk..bru ang ada akal skit...org mcm ni xlayak jd pemimpin...bini sendiri pon fail,neg,non-sarc
Aku rasa elok sgt barua ni RIP awl lgi baguih....,neg,non-sarc
Maju pala bana engko,neg,non-sarc
tahik lh kau...maju kepala otak...barang semua mahal...,neg,non-sarc
Kata Ko!..Apa hakikatny yg rakyat alami?,pos,sarc
Kje dia ni hr2 menipu rkyt,neg,sarc
Muke tk malu .. bbual lebih !!!!!! Semua ksik naik    ... pm paling teruk seksa rakyat cukup2 ..,neg,sarc
Ale utoo mak ko hijau,neg,non-sarc
Terbaik la Najib...termsuk kaki ampu ko skali...rakyat dah byk merana sebab ko dan sekutu serta sekuman dgn ko..,pos,sarc
Bapa Pemlingkup Negara...tahniah kipidap dongivab ukenduit aldabes,neg,non-sarc
maju mende nye...x nmpak apa2 pembangunan pn sjk ko jd PM....sedey...,neg,non-sarc
Taikkkkkkk ko la..memang besau jilake,neg,non-sarc
kencing hancing,neg,non-sarc
ckp tak serupa bikin,neg,non-sarc
Sembang lebih,neg,non-sarc
rasa jijik tgk muke mangkok ni,neg,non-sarc
Umno terus maju utk rakyat malaysia puiiii.....,neg,non-sarc
Batak kau,neg,non-sarc
puiiiii....menipu je...,neg,non-sarc
Maju dalam bab menipu rakyat,neg,non-sarc
"Pm bangsat 2,6b rakyat tk lupa najib . 42b apa certa najib. Taik  kucing lah najib....",neg,non-sarc
Maju ngan vape,pos,sarc
maju rr sngt najib..habis semua dah lingkop..duit banglades pon lebih kukuh dari ringgit..perasan maju..podahhh,neg,sarc
Maju kt mne tu..maju pd bangsa asing ade la.rakyat sendiri mati dgn mcm2 kau buat,neg,non-sarc
Ekonomi tak  menentu tak mungkin negara maju..itu pandangan saya.,neg,non-sarc
orang2 tua dulu2 dh ckp bapak cari duit anak habiskan duit.......ni bapak dia majukan negara anak dia menjahanamkan negara siap nk jual lagi.....blh nego lg sampai jadi....,neg,non-sarc
Economi malaysia jatuh disebabkan perbuatan najib.,neg,non-sarc
Maju kepala kakak kau,neg,sarc
maju ke lembah gaung telaga lubang kehancuran,neg,sarc
maju ke belakang??,pos,sarc
aku dh meluat tgk mangkuk ni.....x makan saman....malu dan maruah dah kena pam dalam jamban,neg,non-sarc
najib menipu lagi..angka yang disebut hanya dibibir..relitynya tiada..,neg,non-sarc
Hanya padamu....kami berserah..hahhahaha.,pos,sarc
Alrrrr utooo jibby jgn nak menipu,neg,non-sarc
"Pak najib...ko sponser la sya smua,sya org susah ni...hahahaha jangan cakap saja bah,gaji rm800 segala2ny mo dibayar...x cukup...??????",pos,sarc
Yelah thu,pos,sarc
"Malaysia maju tapi rakyat mampus,,,,,",neg,non-sarc
Maju hanggok dia,neg,sarc
Bak kata...hidup mesti diteruskn walaupun ekonomi najib tak menentu..,pos,sarc
Kaki kencing,neg,sarc
"Mcm mana buruk sekalipun pemimpin kita tu,marilh semua doakn semoga dia bertaubat dan insaf,kerana doa yg baik akn kembali kpd yg mendoakn,bgitu juga kata2 yg buruk kembali kpd yg mengucapkn nya.",pos,non-sarc
Maju kepala bana dia,neg,sarc
negara  maju tpi rakyat miskin,neg,non-sarc
Najibugima...jilake,neg,non-sarc
Ckp mcm org sakaii lautt..cita2 ...tak jadi apo...hampehh...,neg,sarc
pakyuuuuu,neg,non-sarc
Maju poket sendiri,pos,sarc
Maju kepala bapak ngko...meluat aku dgr jibby ni sembang!!,neg,non-sarc
Menteri ja yg maju..terbaik la...,pos,sarc
palabana maju..,neg,non-sarc
Statement Maharaja lawak,pos,sarc
Apabila babi berkata2,neg,sarc
Taik kucing..org xberilmu shja yg percaya,neg,non-sarc
Mane majunye.... hbis duit rakyat ko isap...,pos,sarc
Perghhhh.. ayat dia bukan main gramatis dan puitis lagi......,pos,sarc
Menipu je la pak jib ni.,neg,non-sarc
AYAT TAHAP HARAM JADAH.BODEK,neg,non-sarc
aku tggu najib mati,neg,non-sarc
Najib yg maju...rakyat papakedana...,neg,non-sarc
Ya trus maju sebap rompak duit rakyat,neg,sarc
"Palo otok mu,,,rakyat susoh mu jah hok sene",neg,sarc
Otak ko jib....,neg,non-sarc
Butuh,neg,non-sarc
menteri maju kedepan...rakyat maju kebelakang..,pos,sarc
Time najib jadi pm je ekonomi Malaysia sentiasa maju maju maju. Mulut Manis kalahkan gula. Padahal yg berlaku adalah sebaliknya,pos,sarc
Maju miskin bosku....najiby bole...,pos,sarc
Hahahahahah..adui...xlah kmi seteruk tu xtahu pasal ekonomi..,pos,sarc
Kahkahkah,pos,sarc
Bohong belake,neg,non-sarc
celaka najib,neg,non-sarc
Palabana,neg,non-sarc
Gila talak,neg,non-sarc
Penipu Nye kepala..,neg,non-sarc
Pepatah baru ke? “Butuh tegak telur x de” !!! @ Negara maju ekonomi merudum... Logik ke???,neg,non-sarc
Bodohnya statement dia.. dia sndri ja rsa cmtu.. rkyt tbeban ngn dt yg xda nlai dh krg ni.. matilanak..,neg,non-sarc
Fuyooooo,pos,sarc
Kepala bana kau hahahahaha,neg,non-sarc
"Otak dia...geng kargo pakat nk buang org..kalo kargo tutup, effect kt kilang mcmna? pniaga? n pkerja..undekkk",neg,non-sarc
Najib penipu...cekik duit rakyat bleh LA negara maju...,neg,non-sarc
Maju abah ko jib mak ko hijau..,neg,sarc
Gua caya najib terbaik.....,pos,sarc
aiyoooooo mcmne nak maju... kalo hutang btimbun2... sampai mati uuuuuuuuuuuuuu,pos,sarc
Maju palo otak mung,neg,non-sarc
Lu sembang maa...,neg,non-sarc
"Ssah mau ckap mlas tngok ni orang, mcm mka jerung,",neg,sarc
Semuanye poyo...yg trok nk mamposs..rakyattt!!!,neg,sarc
Mudah jer kita diperbodohkan ..30tahun dulu boleh lah bro jip.,pos,sarc
Rkyt Stress ade lah.,neg,non-sarc
Teruskan bermain angin.,pos,sarc
"Kepala bana kau najip,RAKYAT TGH MENDERITA,KAU ADA AMBIL TAHU HAL RAKYAT?KAU TGK BILA PRU 14 NANTI KERAJAAN BN AKAN TUMBANG, RAKYAT DAH HILANG SABAR DGN MASAALAH DALAMAN KERAJAAN,1MDB,DUIT DANA 2.6B,SEMUA TU AKAN TERUS JADI ISU MASA PRU AKAN DATANG,",neg,non-sarc
Ribuan rakyat Malaysia yg seawal jam 5 pagi harus bgn menuju ke Singapura utk mencari sesuap nasi kamu kata negara kamu maju. Kepala TUT hang!!!,neg,non-sarc
"Najib kencing lg,kehkehkeh",neg,sarc
Maju embah mu..,neg,sarc
Rakyat dah nak mampus kau tahu tak najib,neg,non-sarc
ekonomi dia je yg maju...zzz,pos,sarc
GST mantap kan ekonomi... rakyat yg tlong kerajaan.. bkn krajaan tolong rakyat.. penjilat telo najib je yg skong.,neg,non-sarc
Apakn daya ryk x suka Ku ni lgi...haha,neg,sarc
Sejak najib prrintah hidup terlalu susah .tv3 suku kata ekonomi dlm landasan betul taik..malaysia sekarang negara pariah.,neg,non-sarc
Oii bugis ..kau mati bru mesia maju,neg,non-sarc
Terima kasih jib.....lanjiow,neg,sarc
Poket dia yg maju,pos,sarc
Tpi rakyt sengsara bro najib,neg,non-sarc
maju dlm poketmu,pos,sarc
Cakap tu serupa bikin.cakap semua boleh nak lakukan x boleh.asyik asyik barang naik ralyat juga yg kena tanggung.,neg,non-sarc
Negara maju..tapi masih ramai rakyat menderita.keperitan mengharungi hidup seharian.semua memerlukan wang.kecuali mereka2 yg berwang.sedih,neg,non-sarc
"wpun ekonomi down satu dunia ttpi klu pengurusan ekonomi yg betul dn rakyat adalh keutamaan insha Allah negara kita boleh bertahan tanpa gst, tol naik, brg naik, minyak naik dn apa saja yg naik2 kerana barakah ada disitu ttpi skrg ni pemimpin yg ada ni berlagak mcm pandai ttpi pengkhianat pd negara sendiri",neg,non-sarc
Hahaha...kah kah kahh...kalau BH yg melaporkan,pos,sarc
Mana enko belajar nie najib...dah gila ke belum,neg,sarc
Menipu,neg,non-sarc
piiiiirah....butuh outaaaa jaaaa,neg,non-sarc
pm gila duit niii..,neg,non-sarc
PM.....syok sendiri.....hahaha,pos,sarc
Menipu dan terus menipu je kerja ko... Agak2 sampai mampos nk menipu kroni2 dia ya... Insaf lah wahai manusia...,neg,sarc
Kahak ijau lah ko maju....,neg,sarc
auta je mung ni,neg,non-sarc
Haha.tak kene betul statement ni,neg,sarc
Tu abg  jib kata....rakyat x kata pun...yg ada tu bangunan bukan pembangunan.....,neg,non-sarc
Bapak kau maju...rakyat hidup teraksa ini kau katakan maju.,neg,sarc
sebab aku dalam malaysia... cuba aku keluar mesti malaysia porak keranda,neg,non-sarc
Kahkahkahhh....ko ni ambik fakta tahyul kat mana ni jib???mabuk ketum ke????,neg,sarc
yg maju poket menteri je,pos,sarc
"Yup betui tu, tax paling maju ye dakk.. Kbye",pos,sarc
Maju maju memang maju .maju yg macam mana tu?????'.,pos,sarc
Malaysia semakin maju rakyat semakin tertekan .,neg,non-sarc
burik mg kho maju....,neg,non-sarc
Najib ttp nk kencing rakyatttt tengkk muka je x pandai malu...kokikik,neg,sarc
Ibarat tanam pokok..nk buah macam mana kalau tidak dibubuh baja...kalau dibubuh pun baja yg tak berkualiti..harap pm dpt faham,pos,sarc
Apa guna di pandang mulia dari luar.. hakikatnya rakyat merana..,neg,sarc
Egt rakyat x sekolah ke?bagian bh kaki bodek....tabloid ngan PM sme je _______(isi tmpt kosong).....jibby owh jibby....knapelah aku dilahirkn zmn pemerintahan ko nie....ayam,neg,non-sarc
kepala hotak ko la maju!!! negara yg maju rakyat marheran jahanam tanggung hutang hasil pentadbiran yg membazir!!!  Malang btul malaysia dpt PM Nama NAJIB RAZAK ni!!!!,neg,non-sarc
Apa yg terus majunya  rakyat semakin susah kau x nampak.kalau betul2  negara maju kerajaan x kan nak manyusahkan rakyat tapi kos sara hidup semua naik.semua kana cukai.,neg,non-sarc
hahahahaha kata2 mu saudara najib memang meleleh air liur,pos,sarc
"Mana ada, bila ekonomi bertambah baik baru dikatakan negara maju.. ilmu mana kau pakai ni?",neg,sarc
kepala bapak kau....,neg,non-sarc
Maju kepala buto ape,neg,non-sarc
Rkyt melarat sbb kau la jib...,neg,non-sarc
penipu penipu dan penipu... dasar hisap darah rakyat,neg,non-sarc
Duit haram kaorang yg maju je..pak anak haram,neg,non-sarc
Sebenarnya terus mundur sebab ekonomi tidak menentu.,neg,non-sarc
MALAYSIA MAJU LAH..RAKYAT PULA YG SEMAKIN MUNDUR...,pos,sarc
Nak muntah aku najib ckap malaysia maju...,neg,non-sarc
Aler uttoo,neg,non-sarc
maju dgn duit yg ko naik kan hrga brg ke ..,pos,sarc
Maju ke belakang,pos,sarc
Malaysia trus maju...tp rakyat di kuantan trus merana mngadap debu dan tanah merah...xguna mnjadi p.m lau negeri kelahiran pun seolah2 ditutup sebelah mata..mngabaikn ape yg trjdi di sne...,neg,non-sarc
Maju tang mane kampong masih lagi macam 1980 ni,pos,sarc
Kepala tungkik dye,neg,non-sarc
awal pagi da knyang sumpah..phuikkk...mmg lah ekonomi baik..kan kerajaan naik kan smua harga barangan..rakyat yg tangung smuanya..mentri goyang kaki..,neg,non-sarc
abah kau,pos,sarc
Yg maju siapa???? Kami kerja byr hutang?? Hutang siapa? Jeng2,pos,sarc
Maju tapi SUSAHKAN RAKYAT DGN PELBAGAI CUKAI,neg,sarc
Mencciritttttttt,neg,non-sarc
Kikiki...Pelawak Antarabangsa,pos,sarc
Ari tu ckp..  ekonomi stabil..  ni ckp x menentu..  nmpk sgt kencing kuat..,neg,sarc
Btul2 maju msia dbuatnya..thankz u pm,pos,sarc
Poket ko yg maju ade la najib..agak2 la nk ckp 2..,neg,sarc
Malaysia maju...rakyat yg Susah betambah susah...rakyat yg kata bertambah kaya......puiiiiiiiiiiii,neg,sarc
#aleuto,neg,non-sarc
Mak hang,pos,non-sarc
Pak2 menteri je yg maju..,pos,sarc
kau cakap tak serupa bikin . penyangak besar,neg,non-sarc
dengan bangganya  malayasia terus maju di bawa pendetitaan rakyat....taniah PM!!!!,pos,sarc
Dr dulu2...maju...kita dpt rasa...teruskan.,pos,non-sarc
Maju kebelakang...,pos,sarc
Cakap serupa aya longkang tak tentu dok satu tempat hari tu kata ekonomi malaysia tidak terjejas lain ekonomi tak menentu pula.,neg,non-sarc
Kebodohan apakah ini?,neg,non-sarc
MAJU KEPALA HOTAK MU..JIB,neg,non-sarc
Maju kepala bana dia.. Menekan rakyat dgn cukai sana sini..pak ahhhh,neg,non-sarc
"Gila meroyan agaknya..tol naik,subsidi mansuh,gst...ckp xda duit nk byr gji kalau xda gst..last2 ckp ekonomi kukuh..",neg,non-sarc
Mlysia boleh mju klo rakyat dia rajin struggle tuk mju dan PM NAJIB LETAK JWTN ... Inshalah mlysia mju,pos,sarc
"Lu sembang ape ni pakcik...? G amek cermin, berbual la depan cermin smp nyanyok..",neg,sarc
Maju...????  Ringgit Jatuh lagi loooo...,pos,sarc
"Ekonomi xmenentu,tp malaysia makin maju??  Kahkah!!",pos,sarc
"Tk nmpk pn apa yg d buat,,asyik semua ny naik,,apa yg maju?",neg,sarc
Jubooo...hang x baca brapa byk fdi yg cabut ka... Tiap raun hang sebut fdi yg masuk cubalah swbut sekali fdi yg klr,neg,non-sarc
"Maju ape,tgok mcm biyase je......xde ape pn yg nampak.mkin terok lgi ade lh.dgn gst,tol,brg2 naik,cukai sne sni,kos sare hidup pn dh semakin naik.rakyat semakin susah.dia ckp ape ni?????sudah lh....rakyat x dgar dh bnda aok ckp.",neg,non-sarc
X abis2 nak menipu y.. kalau maju ape bnda semua naik,neg,non-sarc
Butoo,neg,non-sarc
itu ko yg maju.. bukan rakyat dan negara ni.. puiih,neg,sarc
Tok mung,neg,non-sarc
Kepala banak kau...,neg,non-sarc
Makin menyampah plak aku tgok PM malaysia nih...,neg,non-sarc
berambuslarh kau wahai setan....malaysia akan lbh maju tanpa kau...,neg,non-sarc
Malaysia trus maju...rakyat hidup merana..emmm,pos,sarc
Mcm mana nak maju kalau ekonomi tak menentu.ha...ha....maju kebelakang lah tu.najib memang bijak.,pos,sarc
Puihhh !! ??????,neg,non-sarc
najib sembang mcm org tak sekolah...,neg,non-sarc
Syok sendiri la mamat ni...,neg,sarc
"Maju nenek kau... brg smua mahal,, ikan sadin dlm tin pun dah mahal.. Siapa lah banggang sangat undi BN..",neg,sarc
krn duit kami semakin terbang demimu,pos,sarc
Alahai si bingai ni,neg,sarc
Tolol mung gilo,neg,non-sarc
mcm klakar ajo majukan ekonomi...indah khbar dari gupo...siap kau pru 14 nnti,pos,sarc
kerajaan memang majuuuu..rakyat je ikat perutttt,pos,sarc
Maju la sangat mati lh pm cpt,neg,sarc
Kpla otak kau,neg,non-sarc
memantat lh....bikin panas hati...semua skrg mahal...,neg,non-sarc
Inilah yg d panggil demokrasi terpimpin katanya p.ramli,pos,sarc
"Bkpo laa sekor ni suko nipu...trus trg laa...ore bowoh raso blako tekanan ekonomi loni..klw stabil bkpo abis bare duk naik..naik plok bnyok..bkn stakat naik,abis duk tarik subsidi...doh cukai wak nate apo..acu jawab gak. Jgn wak tolol gak kito nih...",neg,non-sarc
Base bodoo...!!!,neg,non-sarc
Ni lh..PM  tk tau masaalah rakyat...ekonomi Malaysia hancur...undurlh bangsat....!!!!!! balik2 muka dia....!!!!!!,neg,non-sarc
S A M P A H M A S Y A R A K A T,neg,non-sarc
Maju untuk pm..meskin untuk rakyat....,pos,sarc
malaysia mmg pandai ekonomi boleh kalah singapore ahaha,pos,sarc
palo otok mung jib.....,neg,non-sarc
Ntah bila laa nk letak jwtn Tk boleh tgk rkyt hdop senang,neg,non-sarc
Malaysia maju menipu ade la,neg,sarc
"Sembang ko najib,KLCC pom boleh roboh.puii",neg,sarc
Tahniah pm,pos,non-sarc
harap mati cepat plse,neg,non-sarc
kpla otakmu...puiii,neg,non-sarc
Maju ape bndanya. Rakyat rmai miskin..maju dia seorang aje la,neg,sarc
Teori apa ni? Kepala bana.,neg,non-sarc
wak lu..,neg,non-sarc
Bapak kau tun razak la najib oi,neg,non-sarc
Bagi kau maju ...bagi rakyat sengsara ....dulu dan selamanya,neg,non-sarc
Maju..terusss lahh..sampai tengelammmmm..PM...,pos,sarc
Bagi jelah kt dia biar dia serenok..,pos,sarc
Syokk sndiri,pos,sarc
Makin lme makin bodohh ucapan kau najib hadoyy  ! ! !,neg,non-sarc
Dengan rakyat kau bole tipu. Tapi bukan dgn Allah,neg,sarc
Kpala utakmu maju..puiiii,neg,non-sarc
Perniagaan makin maju walaupun rugi..ada ke mcm tu,neg,sarc
Paling maju si bangsat derma Salam 2.6,neg,non-sarc
Negara maju rakyat mundur...,neg,non-sarc
Haram jadah,neg,non-sarc
Kepala hotak ko...,neg,non-sarc
Maju dari segi Kutipan Cukai....#Kipidap Rakyat Yg kene Tanggung Smuanya...,pos,sarc
Malaysia.tak maju .tapi menteri2 yang maju .,neg,sarc
Tolak najib' rakyat senang dan maju jaya.,neg,non-sarc
Pale otok mg.,neg,non-sarc
"Mju dlm pket sndiri,,pak hag sruh jga hk org mlyu,,hg bnuh mlyu,,hg agkut bggsa asing msuk mai rmai lg,,bjk pla otak hg..",neg,non-sarc
Tokmu.. Rakyat makin menderita x tulis,neg,non-sarc
Berat Dah Najib oi,neg,sarc
Rakyat senanag walaupun mata wang merudum teruk,pos,sarc
"Perangai Yahudi sapu duit rakyat dari miskin hingga golongan kaya kena bayar GST , mampuslah kita dia serta kroninya kayaraya",neg,non-sarc
Waa banyak maju ohh.... banyak maju...,pos,sarc
maju buto,neg,sarc
"Menteri2 terus maju,rakyat semakin mundur.",neg,sarc
"Kepala hotak dia botak tengah , kalau aku jet kepala dia bengong terus .",neg,non-sarc
Kepala hotak kau lah  !!!!,neg,non-sarc
Ade yg mati kene gilis kang.,neg,non-sarc
Alhamdulillah...,pos,non-sarc
Mcm org gila dh aku npk najib ni.xsiuman agaknya,neg,non-sarc
Pirahhhhh..,neg,non-sarc
Lawak betoi tajuk,pos,sarc
Kepala otak hang...,neg,non-sarc
dah hentam duit rakyat..kata maju...,neg,sarc
Kejadah dia.,neg,non-sarc
"Ingat UMNO, ingat penipu Ingat UMNO, ingat penyamun",neg,non-sarc
Bagi kamu... kami tidak...,neg,non-sarc
Kepala but hang najib,neg,non-sarc
maju kepala bana lu najib,neg,non-sarc
APA guna DPT title negara maju klu rakyat hdup sudah!!!!!,neg,non-sarc
Inilah dipanggil bia papa janji bergaya. Untok ape dia nak maju kan pembangunan lagi ?? Habis hutan ditarah. Lame2 boco bank n poket ni dikerjakan kerajaan. Agak nya berapa lame kite hidop untok menampong kerajaan ni yek!! Es memang terpakse sebab rakyat dah dijadikkan seperti lembu cucok hidong.semua buat untok kerajaan sampai mati huh.,neg,non-sarc
Makan duit rakyat bnyk..mmg la maju..majuuu terusss kebelakang...,neg,sarc
"Natang jibby ni . Lepas dia masuk berita cakap ekonomi stabil , skrg pula cakap ekonomi tidak menentu . Ak tak faham dengan jibby ni .",neg,non-sarc
Iyee???,pos,sarc
Apa yang maju ke depan kita pun xsure...sbb bila ekonomi jahanam Apa benda yg maju?? Perut ko dgn kak ros je nmpaknya,neg,sarc
Maju mcm mana tu? Ko ada minom todi ke,neg,sarc
Mcmana mau maju klu ekonomi xstabil!mangkuk,neg,non-sarc
Setan,neg,non-sarc
Maju ngan nenipu..kikiki..,neg,sarc
pm yg menjahamankan negara,neg,non-sarc
Ckp guna otak. Sekian,pos,sarc
Mana ada maju...tmbh teruk ada lah...lol punya pm..,neg,sarc
Lantak ko lah najib ooiii...,neg,non-sarc
Cuma najib je kata mlysia ni maju sbb ko x prnh rse susah...asbestos,neg,sarc
Palui palui..,neg,non-sarc
Majuuuuuu,pos,sarc
pergi mampus lanko najib. hari2 kene maki,neg,non-sarc
Ni kelakar....najib ni gila aku rasa!!,neg,sarc
Kenapala membohong tu jd kebiasaan? Tak bersalah ke ckp benda yg tak btl?,neg,sarc
Kepala otak kamu,neg,non-sarc
Budu punya pm,neg,non-sarc
Pembetulan.. Rakyat terus majukan malaysia meski ekonomi tidak menentu...,pos,sarc
Uweeek,neg,non-sarc
Otak ko,neg,non-sarc
bertambah maju hutang.....,neg,sarc
"Sdah tua x ingt mau btaubat,.. slagi smpat bgus mngaku smua bnda jhat yg ko pnah n sdang buat la,... ingt nerak 2 panas Najib oi",neg,non-sarc
Salah statement nih...Bukan makin maju..tapi makin hancur...,neg,sarc
Penipu dia ni.. statement sekadar sedapkan hati.. kenyataan.. hampeh..,neg,non-sarc
Ekonomi hancur kerana najib,neg,non-sarc
"C najib ni bkn rakyat mlysia ja byk benci..dri rakyat negara luar pn byk mentertawakn pak jibby,ni pglman sy msa pergi travel bru2 ini..tahniah najib.",neg,non-sarc
"Pm najib boleh la maju ,tp kite rakyat nk maju mcm mne ? Klau da pemimpin sendiri buat rakyat sengsara",neg,non-sarc
Menteri maju..rakyat bila nak maju..,pos,sarc
bila lah malaikat nak cabut nyawa dia,neg,non-sarc
"Sengapak taik utai sebut. Ngantik ka parai, enda gak parai. Org parai ka gawak. Ya nyamai ndar makai utai org. Peril..",neg,non-sarc
Ya...maju dari negara2 lain,pos,non-sarc
Laaaaannnnnciiiaaaauuuuu lah hang...,neg,non-sarc
Tahi,neg,non-sarc
malaysia maju rakyat merana,neg,non-sarc
Sudahﾲ lhaa memberi kataﾲyg tidak baik,neg,sarc
